2q31.1 microduplication syndrome
2q32q33 microdeletion syndrome
2q33.1 microdeletion syndrome
2q37 microdeletion syndrome
3-hydroxy-1-methylpropylmercapturic acid measurement
3-hydroxy-3-methylglutaric aciduria
3-hydroxy-3-methylglutaryl-CoA synthase deficiency
3-hydroxyacyl-CoA dehydrogenase deficiency
3-hydroxyisobutyric aciduria
3-hydroxypropylmercapturic acid measurement
3-methylglutaconic aciduria
3-methylglutaconic aciduria type 1
3-methylglutaconic aciduria type 3
3-methylglutaconic aciduria type 4
3-methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia
3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form
3-phosphoserine phosphatase deficiency
3C syndrome
3M syndrome
3MC syndrome 1
3MC syndrome 2
3q13 microdeletion syndrome
3q26 microduplication syndrome
3q26q27 microdeletion syndrome
3q27.3 microdeletion syndrome
3q29 microdeletion syndrome
3q29 microduplication
4-hydroxybutyric aciduria
45,X/46,XY mixed gonadal dysgenesis
46,XX disorder of gonadal development
46,XX disorder of sex development - anorectal anomalies
46,XX disorder of sex development - skeletal anomalies
46,XX disorder of sex development induced by fetal androgens excess
46,XX disorder of sex development induced by fetoplacental androgens excess
46,XX gonadal dysgenesis
46,XX ovotesticular disorder of sex development
46,XX testicular disorder of sex development
46,XY complete gonadal dysgenesis
46,XY disorder of gonadal development
46,XY disorder of sex development - adrenal insufficiency due to CYP11A1 deficiency
46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency
46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
46,XY disorder of sex development due to a defect in testosterone metabolism by peripheral tissue
46,XY disorder of sex development due to adrenal and testicular steroidogenesis defect
46,XY disorder of sex development due to cholesterol synthesis defect
46,XY disorder of sex development due to impaired androgen production
46,XY disorder of sex development due to isolated 17,20 lyase deficiency
46,XY disorder of sex development due to testicular steroidogenesis defect
46,XY disorder of sex development due to testosterone synthesis defect
46,XY disorder of sex development of gynecological interest
46,XY gonadal dysgenesis - motor and sensory neuropathy
46,XY ovotesticular disorder of sex development
46,XY partial gonadal dysgenesis
47,XYY syndrome
48,XXXY syndrome
48,XXYY syndrome
48,XYYY syndrome
49,XXXXY syndrome
49,XXXYY syndrome
49,XYYYY syndrome
4p16.3 microduplication syndrome
4q21 microdeletion syndrome
5-HIAA measurement
5-oxoprolinase deficiency
5p13 microduplication syndrome
5q14.3 microdeletion syndrome
5q31.3 microdeletion syndrome
5q35 microduplication syndrome
6-phosphogluconate dehydrogenase deficiency
6-pyruvoyl-tetrahydropterin synthase deficiency
6p22 microdeletion syndrome
6q terminal deletion syndrome
6q16 deletion syndrome
6q25 microdeletion syndrome
7p22.1 microduplication syndrome
7q11.23 microduplication syndrome
7q31 microdeletion syndrome
8p inverted duplication/deletion syndrome
8p11.2 deletion syndrome
8p23.1 microdeletion syndrome
8p23.1 microduplication syndrome
8q12 microduplication syndrome
8q21.11 microdeletion syndrome
8q22.1 microdeletion syndrome
9p13 microdeletion syndrome
9q21 microdeletion syndrome
9q31.1q31.3 microdeletion syndrome
A1C measurement
ACTH Syndrome, Ectopic
ACTH-Producing Pituitary Gland Adenoma
ACTH-Producing Pituitary Gland Carcinoma
ADAMTS13 activity measurement
ADAMTS13 measurement
ADHD symptom measurement
ADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder
ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 measurement
ADULT syndrome
AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome
AICA-ribosiduria
AIDS
AIDS dementia
AIDS phobia
AIDS related complex
AIDS-Related Primary Central Nervous System Lymphoma
AL amyloidosis
ALDH18A1-related De Barsy syndrome
ALG1-CDG
ALG11-CDG
ALG12-CDG
ALG13-CDG
ALG2-CDG
ALG3-CDG
ALG6-CDG
ALG8-CDG
ALG9-CDG
ANE syndrome
APC-related attenuated familial adenomatous polyposis
APOE carrier status
APOL1 risk genotype carrier status
AR-C124910XX measurement
AREDYLD syndrome
ARX-related epileptic encephalopathy
ATC Code G Genito-urinary system and sex hormones
ATC Code R Respiratory system
ATR-X-related syndrome
ATTRV122I amyloidosis
AVL induced bursal lymphoma
AXIN2-related attenuated familial adenomatous polyposis
Aarskog-Scott syndrome
Aase-Smith syndrome
Abdominal Aortic Aneurysm
Abelson tyrosine-protein kinase 2 measurement
Abetalipoproteinemia
Ablepharon macrostomia syndrome
Abnormal eye movements
Abruptio Placentae
Abruzzo-Erickson syndrome
Absence deformity of leg - cataract
Absence of fingerprints - congenital milia
Absent thumb - short stature - immunodeficiency
Absent tibia - polydactyly
Absent tibia - polydactyly - arachnoid cyst
Acanthamoeba keratitis
Acanthosis nigricans - Insulin resistance - muscle cramps - acral enlargement
Acatalasemia
Accessory pancreas
Aceruloplasminemia
Acetazolamide-responsive myotonia
Achalasia - microcephaly
Acheiria
Acheiria, bilateral
Acheiria, unilateral
Acheiropodia
Achenbach syndrome
Achondrogenesis
Achondrogenesis type 1A
Achondrogenesis type 1B
Achondrogenesis type 2
Achondroplasia
Achromatopsia
Acid phosphatase deficiency
Acinar Prostate Adenocarcinoma, Foamy Gland Variant
Acinar Prostate Mucinous Adenocarcinoma
Acinetobacter infectious disease
Ackerman syndrome
Acquired porencephaly
Acral dystrophic epidermolysis bullosa
Acral peeling skin syndrome
Acral self-healing collodion baby
Acro-cardio-facial syndrome
Acro-fronto-facio-nasal dysostosis
Acro-oto-ocular syndrome
Acro-pectoral syndrome
Acro-pectoro-renal dysplasia
Acro-renal-mandibular syndrome
Acro-renal-ocular syndrome
Acrocallosal syndrome
Acrocapitofemoral dysplasia
Acrocephalopolydactyly
Acrocephalosyndactyly
Acrocraniofacial dysostosis
Acrodermatitis continua suppurativa of Hallopeau
Acrodermatitis enteropathica
Acrodynia
Acrodysostosis
Acrodysostosis with multiple hormone resistance
Acrofacial dysostosis
Acrofacial dysostosis, Catania type
Acrofacial dysostosis, Kennedy-Teebi type
Acrofacial dysostosis, Palagonia type
Acrofacial dysostosis, Rodríguez type
Acrofacial dysostosis, Weyers type
Acrogeria
Acrokeratoelastoidosis of Costa
Acrokeratosis verruciformis of Hopf
Acromegaloid facial appearance syndrome
Acromelic dysplasia
Acromelic frontonasal dysplasia
Acromesomelic dysplasia
Acromesomelic dysplasia, Grebe type
Acromesomelic dysplasia, Hunter-Thomson type
Acromesomelic dysplasia, Maroteaux type
Acromicric dysplasia
Acroosteolysis dominant type
Acroosteolysis-keloid-like lesions-premature aging syndrome
Acropectorovertebral dysplasia
Acrorenal syndrome
Actinobacillus infectious disease
Action myoclonus - renal failure syndrome
Activated PIK3-delta syndrome
Acute Leukemia
Acute hepatic porphyria
Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
Acute infantile liver failure-multisystemic involvement syndrome
Acute intermittent porphyria
Acute myeloid leukemia with CEBPA somatic mutations
Acute neonatal citrullinemia type I
Acyl-CoA dehydrogenase 9 deficiency
Acyl-CoA dehydrogenase deficiency
Adactyly of foot, bilateral
Adactyly of foot, unilateral
Adactyly of hand
Adamantinoma
Adamantinomatous Craniopharyngioma
Adams-Oliver syndrome
Adducted thumbs - arthrogryposis, Christian type
Adenine phosphoribosyltransferase deficiency
Adenofibroma
Adenoid Cystic Breast Carcinoma
Adenomatoid Odontogenic Tumor
Adenomatosis, Pulmonary
Adenomyosis
Adenosine monophosphate deaminase deficiency
Adenosquamous Carcinoma
Adenoviridae Infections
Adenylosuccinate lyase deficiency
Adie syndrome
Adolescent-onset epilepsy syndrome
Adrenal Gland Myelolipoma
Adrenal Gland Neuroblastoma
Adrenal Hyperandrogenism
Adrenal Medullary Hyperplasia
Adrenocorticotropic hormone deficiency
Adrenogenital syndrome
Adrenomyeloneuropathy
Adrenomyodystrophy
Adult Krabbe disease
Adult familial nephronophthisis - spastic quadriparesia
Adult hypophosphatasia
Adult neuronal ceroid lipofuscinosis
Adult polyglucosan body disease
Adult-onset autosomal dominant leukodystrophy
Adult-onset autosomal recessive cerebellar ataxia
Adult-onset autosomal recessive sideroblastic anemia
Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
Adult-onset citrullinemia type I
Adult-onset distal myopathy due to VCP mutation
Adult-onset dystonia-parkinsonism
Adult-onset foveomacular vitelliform dystrophy
Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
Adult-onset nemaline myopathy
Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia
Adult-onset proximal spinal muscular atrophy, autosomal dominant
Aeromonas hydrophila infection
African iron overload
Agammaglobulinemia
Agammaglobulinemia - microcephaly - craniosynostosis - severe dermatitis
Agenesis of the corpus callosum - intellectual disability - coloboma - micrognathia
Aggrecan-related bone disorder
Agnathia - holoprosencephaly - situs inversus
Agouti-related protein measurement
Aicardi syndrome
Aicardi-Goutières syndrome
Alacrimia-choreoathetosis-liver dysfunction syndrome
Alagille syndrome
Alagille syndrome due to 20p12 microdeletion
Alagille syndrome due to a JAG1 point mutation
Alagille syndrome due to a NOTCH2 point mutation
Alar cartilages hypoplasia - coloboma - telecanthus
Albers-Schönberg osteopetrosis
Albinism-deafness syndrome
Albright hereditary osteodystrophy
Aldosterone-producing adenoma with seizures and neurological abnormalities
Alexander disease
Alexander disease type I
Alexander disease type II
Alien Hand Syndrome
Alkaptonuria
Allan-Herndon-Dudley syndrome
Alobar holoprosencephaly
Alopecia
Alopecia - epilepsy - pyorrhea - intellectual disability
Alopecia - intellectual disability - hypergonadotropic hypogonadism
Alopecia antibody deficiency
Alopecia totalis
Alopecia universalis
Alopecia-contractures-dwarfism-intellectual disability syndrome
Alopecia-intellectual disability syndrome
Alpers syndrome
Alpha delta granule deficiency
Alpha granule disease
Alpha-1-antichymotrypsin deficiency
Alpha-1-antitrypsin deficiency
Alpha-B crystallin-related late-onset distal myopathy
Alpha-N-acetylgalactosaminidase deficiency
Alpha-N-acetylgalactosaminidase deficiency type 1
Alpha-N-acetylgalactosaminidase deficiency type 2
Alpha-N-acetylgalactosaminidase deficiency type 3
Alpha-crystallinopathy
Alpha-mannosidosis
Alpha-mannosidosis, adult form
Alpha-mannosidosis, infantile form
Alpha-methylacyl-CoA racemase deficiency
Alpha-thalassemia
Alpha-thalassemia - X-linked intellectual disability syndrome
Alpha-thalassemia - intellectual disability syndrome linked to chromosome 16
Alpha-thalassemia - myelodysplastic syndrome
Alpha-thalassemia and related diseases
Alpha-thalassemia-related diseases
Alphavirus infectious disease
Alport syndrome
Alport syndrome - intellectual disability - midface hypoplasia - elliptocytosis
Alström syndrome
Alternariosis
Alternating hemiplegia
Alternating hemiplegia of childhood
Alymphoid cystic thymic dysgenesis
Alzheimer's disease
Alzheimer's disease biomarker measurement
Alzheimer's disease neuropathologic change
Amaurosis - hypertrichosis
Amelia
Amelia of lower limb
Amelia of lower limb, bilateral
Amelia of lower limb, unilateral
Amelia of upper limb
Amelia of upper limb, bilateral
Amelia of upper limb, unilateral
Amelo-cerebro-hypohidrotic syndrome
Amelo-onycho-hypohidrotic syndrome
Ameloblastic Carcinoma
Amelogenesis imperfecta
Amelogenesis imperfecta - nephrocalcinosis
Amelogenesis imperfecta and gingival hyperplasia syndrome
American trypanosomiasis
Aminoacylase 1 deficiency
Aminoacylase deficiency
Amish infantile epilepsy syndrome
Amish lethal microcephaly
Amish nemaline myopathy
Amniotic bands
Ampulla of Vater Carcinoma
Amyotrophic lateral sclerosis type 4
Anal Melanoma
Anal Squamous Cell Carcinoma
Anaplastic (Malignant) Meningioma
Anaplastic Large Cell Lymphoma, ALK-Negative
Anauxetic dysplasia
Androgen insensitivity syndrome
Anemia due to adenosine triphosphatase deficiency
Anemia, Hemolytic, Autoimmune
Aneurysm - osteoarthritis syndrome
Aneurysm, False
Angel-shaped phalango-epiphyseal dysplasia
Angelman syndrome
Angelman syndrome due to maternal 15q11q13 deletion
Angelman syndrome due to paternal uniparental disomy of chromosome 15
Angiofibroma
Angioleiomyoma
Angiolipoma
Angioma serpiginosum
Angiomatous Meningioma
Angiomyxoma
Angioosteohypertrophic syndrome
Angioosteohypotrophic syndrome
Anhidrotic ectodermal dysplasia - immunodeficiency - osteopetrosis - lymphedema
Aniridia
Aniridia - absent patella
Aniridia - cerebellar ataxia - intellectual disability
Aniridia - ptosis - intellectual disability - familial obesity
Aniridia - renal agenesis - psychomotor retardation
Aniridia-intellectual disability syndrome
Aniseikonia
Ankyloblepharon - ectodermal defects - cleft lip/palate
Ankyloblepharon filiforme - imperforate anus
Ankyloblepharon filiforme adnatum - cleft palate
Ankylosing vertebral hyperostosis with tylosis
Annular epidermolytic ichthyosis
Annular pancreas
Anodontia
Anomaly of puberty or/and menstrual cycle of genetic origin
Anomaly of the secretory and excretory apparatus of the lacrimal system
Anonychia - microcephaly
Anonychia - onychodystrophy
Anonychia congenita totalis
Anonychia with flexural pigmentation
Anophthalmia - megalocornea - cardiopathy - skeletal anomalies
Anophthalmia - microphthalmia
Anophthalmia plus syndrome
Anophthalmia/microphthalmia - esophageal atresia
Anorectal malformation
Anotia
Antecubital pterygium syndrome
Antenatal Bartter syndrome
Antenatal multiminicore disease with arthrogryposis multiplex congenita
Anterior polar cataract
Antisynthetase syndrome
Antley-Bixler syndrome
Aortic Coarctation
Aortic Rupture
Aortic arch anomaly - peculiar facies - intellectual disability
Apert syndrome
Aphalangy - hemivertebrae - urogenital-intestinal dysgenesis
Aphalangy - syndactyly - microcephaly
Aphonia - deafness - retinal dystrophy - bifid halluces - intellectual disability
Aplasia cutis - myopia
Aplasia cutis congenita - intestinal lymphangiectasia
Aplasia of lacrimal and salivary glands
Apodia
Apodia, bilateral
Apodia, unilateral
Apolipoprotein A-I deficiency
Apparent mineralocorticoid excess
Appendix Adenocarcinoma
Appendix Adenoma
Appendix Goblet Cell Carcinoid
Appendix Hyperplastic Polyp
Appendix Neuroendocrine Tumor G1
Appendix Villous Adenoma
Aprosencephaly cerebellar dysgenesis
Arachnodactyly - abnormal ossification - intellectual disability
Arachnodactyly - intellectual disability - dysmorphism
Arachnoid cyst
Arbovirus Infections
Arenaviridae infectious disease
Arenavirus hemorrhagic fever
Arginine:glycine amidinotransferase deficiency
Argininemia
Argininosuccinic aciduria
Arnold-Chiari malformation type I
Arnold-Chiari malformation type II
Aromatase deficiency
Aromatase excess syndrome
Aromatic L-amino acid decarboxylase deficiency
Arrhinia - choanal atresia - microphthalmia
Arrhythmogenic right ventricular dysplasia
Arterial tortuosity syndrome
Arterio-Arterial Fistula
Arteritis
Arterivirus infectious disease
Arthrogryposis - hyperkeratosis, lethal form
Arthrogryposis - renal dysfunction - cholestasis
Arthrogryposis - severe scoliosis
Arthrogryposis due to muscular dystrophy
Arthrogryposis multiplex congenita
Arthrogryposis multiplex congenita - whistling face
Arthrogryposis syndrome
Arthrogryposis with oculomotor limitation and electroretinal anomalies
Arthrogryposis-like hand anomaly - sensorineural deafness
Arthrogryposis-like syndrome
Ascaridida infectious disease
Ascending Colon Neuroendocrine Tumor G1
Ascher syndrome
Askin Tumor
Aspartylglucosaminuria
Asperger syndrome
Astley-Kendall dysplasia
Astroviridae infectious disease
Ataxia - hypogonadism - choroidal dystrophy
Ataxia - oculomotor apraxia type 1
Ataxia - pancytopenia
Ataxia - tapetoretinal degeneration
Ataxia neuropathy spectrum
Ataxia with dementia
Ataxia with vitamin E deficiency
Ataxia-deafness-intellectual disability syndrome
Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome
Ataxia-oculomotor apraxia type 4
Ataxia-telangiectasia
Ataxia-telangiectasia variant
Ataxia-telangiectasia-like disorder
Atelosteogenesis type I
Atelosteogenesis type II
Atelosteogenesis type III
Athabaskan brainstem dysgenesis syndrome
Atherosclerosis - deafness - diabetes - epilepsy - nephropathy
Athyreosis
Atkin-Flaitz syndrome
Atresia of small intestine
Atresia of urethra
Atrial septal defect - atrioventricular conduction defects
Atrial septal defect, coronary sinus type
Atrial septal defect, ostium primum type
Atrial septal defect, ostium secundum type
Atrial septal defect, sinus venosus type
Atrial stand still
Atrial tachyarrhythmia with short PR interval
Atrichia with papular lesions
Atrioventricular defect - blepharophimosis -radial defects
Atrophic Vaginitis
Atrophoderma vermiculata
Atrophy
Attenuated Chédiak-Higashi syndrome
Attenuated familial adenomatous polyposis
Atypical Carcinoid Tumor
Atypical Endometrial Hyperplasia
Atypical Gaucher disease due to saposin C deficiency
Atypical Lipomatous Tumor
Atypical Lobular Breast Hyperplasia
Atypical Mayer-Rokitansky-Küster-Hauser syndrome
Atypical Meningioma
Atypical Norrie disease due to monosomy Xp11.3
Atypical Rett syndrome
Atypical Werner syndrome
Atypical autism
Atypical dentin dysplasia due to SMOC2 deficiency
Atypical glycine encephalopathy
Atypical hemolytic-uremic syndrome
Atypical hemolytic-uremic syndrome with B factor anomaly
Atypical hemolytic-uremic syndrome with C3 anomaly
Atypical hemolytic-uremic syndrome with DGKE deficiency
Atypical hemolytic-uremic syndrome with H factor anomaly
Atypical hemolytic-uremic syndrome with I factor anomaly
Atypical hemolytic-uremic syndrome with MCP/CD46 anomaly
Atypical hemolytic-uremic syndrome with anti-factor H antibodies
Atypical hemolytic-uremic syndrome with thrombomodulin anomaly
Atypical hypotonia - cystinuria syndrome
Atypical juvenile parkinsonism
Atypical pantothenate kinase-associated neurodegeneration
Atypical progressive supranuclear palsy
Auricular abnormalities - cleft lip with or without cleft palate - ocular abnormalities
Auriculocondylar syndrome
Auriculoocular anomalies - cleft lip
Auriculoosteodysplasia
Autism - facial port-wine stain
Autism spectrum disorder due to AUTS2 deficiency
Autism spectrum disorder-epilepsy-arthrogryposis syndrome
Autism-epilepsy syndrome due to branched chain ketoacid dehydrogenase kinase deficiency
Autoimmune Hepatitis
Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
Autoimmune lymphoproliferative syndrome
Autoimmune lymphoproliferative syndrome with recurrent viral infections
Autoimmune polyendocrinopathy type 1
Autoinflammatory syndrome with immune deficiency
Autosomal agammaglobulinemia
Autosomal anomaly
Autosomal codominant severe lipodystrophic laminopathy
Autosomal dominant Alport syndrome
Autosomal dominant Charcot-Marie-Tooth disease type 2
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation
Autosomal dominant Charcot-Marie-Tooth disease type 2 due to MARS mutation
Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons
Autosomal dominant Charcot-Marie-Tooth disease type 2A1
Autosomal dominant Charcot-Marie-Tooth disease type 2A2
Autosomal dominant Charcot-Marie-Tooth disease type 2B
Autosomal dominant Charcot-Marie-Tooth disease type 2C
Autosomal dominant Charcot-Marie-Tooth disease type 2D
Autosomal dominant Charcot-Marie-Tooth disease type 2E
Autosomal dominant Charcot-Marie-Tooth disease type 2F
Autosomal dominant Charcot-Marie-Tooth disease type 2G
Autosomal dominant Charcot-Marie-Tooth disease type 2I
Autosomal dominant Charcot-Marie-Tooth disease type 2J
Autosomal dominant Charcot-Marie-Tooth disease type 2K
Autosomal dominant Charcot-Marie-Tooth disease type 2L
Autosomal dominant Charcot-Marie-Tooth disease type 2M
Autosomal dominant Charcot-Marie-Tooth disease type 2N
Autosomal dominant Charcot-Marie-Tooth disease type 2O
Autosomal dominant Charcot-Marie-Tooth disease type 2P
Autosomal dominant Charcot-Marie-Tooth disease type 2Q
Autosomal dominant Emery-Dreifuss muscular dystrophy
Autosomal dominant Kenny-Caffey syndrome
Autosomal dominant Larsen syndrome
Autosomal dominant Opitz G/BBB syndrome
Autosomal dominant Robinow syndrome
Autosomal dominant aplasia and myelodysplasia
Autosomal dominant beta2-microglobulinic amyloidosis
Autosomal dominant brachyolmia
Autosomal dominant centronuclear myopathy
Autosomal dominant cerebellar ataxia
Autosomal dominant cerebellar ataxia type 1
Autosomal dominant cerebellar ataxia type 2
Autosomal dominant cerebellar ataxia type 3
Autosomal dominant cerebellar ataxia type 4
Autosomal dominant cerebellar ataxia, deafness and narcolepsy
Autosomal dominant cervical dystonia
Autosomal dominant childhood-onset cortical cataract
Autosomal dominant childhood-onset proximal spinal muscular atrophy
Autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures
Autosomal dominant childhood-onset proximal spinal muscular atrophy without contractures
Autosomal dominant chondrodysplasia punctata
Autosomal dominant complex spastic paraplegia
Autosomal dominant congenital benign spinal muscular atrophy
Autosomal dominant cutis laxa
Autosomal dominant deafness-onychodystrophy syndrome
Autosomal dominant diffuse mutilating palmoplantar keratoderma
Autosomal dominant disease associated with focal palmoplantar keratoderma as a major feature
Autosomal dominant disease associated with punctate palmoplantar keratoderma as a major feature
Autosomal dominant disease with diffuse palmoplantar keratoderma as a major feature
Autosomal dominant distal hereditary motor neuropathy
Autosomal dominant distal myopathy
Autosomal dominant distal renal tubular acidosis
Autosomal dominant dopa-responsive dystonia
Autosomal dominant epilepsy with auditory features
Autosomal dominant familial hematuria - retinal arteriolar tortuosity - contractures
Autosomal dominant focal dystonia, DYT25
Autosomal dominant focal dystonia, DYT7 type
Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering
Autosomal dominant hereditary axonal motor and sensory neuropathy
Autosomal dominant hereditary demyelinating motor and sensory neuropathy
Autosomal dominant hereditary sensory and autonomic neuropathy
Autosomal dominant hyper-IgE syndrome
Autosomal dominant hyperinsulinism due to Kir6.2 deficiency
Autosomal dominant hyperinsulinism due to SUR1 deficiency
Autosomal dominant hypocalcemia
Autosomal dominant hypohidrotic ectodermal dysplasia
Autosomal dominant hypophosphatemic rickets
Autosomal dominant intermediate Charcot-Marie-Tooth disease
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A
Autosomal dominant intermediate Charcot-Marie-Tooth disease type B
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D
Autosomal dominant intermediate Charcot-Marie-Tooth disease type E
Autosomal dominant intermediate Charcot-Marie-Tooth disease type F
Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain
Autosomal dominant isolated diffuse palmoplantar keratoderma
Autosomal dominant keratitis
Autosomal dominant limb-girdle muscular dystrophy
Autosomal dominant limb-girdle muscular dystrophy type 1A
Autosomal dominant limb-girdle muscular dystrophy type 1B
Autosomal dominant limb-girdle muscular dystrophy type 1C
Autosomal dominant limb-girdle muscular dystrophy type 1D
Autosomal dominant limb-girdle muscular dystrophy type 1E
Autosomal dominant limb-girdle muscular dystrophy type 1F
Autosomal dominant limb-girdle muscular dystrophy type 1G
Autosomal dominant limb-girdle muscular dystrophy type 1H
Autosomal dominant macrothrombocytopenia
Autosomal dominant medullary cystic kidney disease with hyperuricemia
Autosomal dominant medullary cystic kidney disease with or without hyperuricemia
Autosomal dominant medullary cystic kidney disease without hyperuricemia
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency
Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency
Autosomal dominant methemoglobinemia
Autosomal dominant microcephaly
Autosomal dominant multiple pterygium syndrome
Autosomal dominant myoglobinuria
Autosomal dominant nail dysplasia
Autosomal dominant neovascular inflammatory vitreoretinopathy
Autosomal dominant nocturnal frontal lobe epilepsy
Autosomal dominant non-syndromic intellectual disability
Autosomal dominant non-syndromic sensorineural deafness type DFNA
Autosomal dominant omodysplasia
Autosomal dominant optic atrophy
Autosomal dominant optic atrophy and cataract
Autosomal dominant optic atrophy and late-onset deafness
Autosomal dominant optic atrophy and peripheral neuropathy
Autosomal dominant optic atrophy plus syndrome
Autosomal dominant optic atrophy, classic type
Autosomal dominant osteopetrosis type 1
Autosomal dominant osteosclerosis, Worth type
Autosomal dominant palmoplantar keratoderma and congenital alopecia
Autosomal dominant polycystic kidney disease
Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
Autosomal dominant popliteal pterygium syndrome
Autosomal dominant primary hypomagnesemia with hypocalciuria
Autosomal dominant prognathism
Autosomal dominant progressive external ophthalmoplegia
Autosomal dominant progressive nephropathy with hypertension
Autosomal dominant proximal renal tubular acidosis
Autosomal dominant proximal spinal muscular atrophy
Autosomal dominant pure spastic paraplegia
Autosomal dominant rhegmatogenous retinal detachment
Autosomal dominant secondary polycythemia
Autosomal dominant severe congenital neutropenia
Autosomal dominant slowed nerve conduction velocity
Autosomal dominant spastic ataxia
Autosomal dominant spastic ataxia type 1
Autosomal dominant spastic paraplegia type 10
Autosomal dominant spastic paraplegia type 12
Autosomal dominant spastic paraplegia type 13
Autosomal dominant spastic paraplegia type 17
Autosomal dominant spastic paraplegia type 19
Autosomal dominant spastic paraplegia type 29
Autosomal dominant spastic paraplegia type 3
Autosomal dominant spastic paraplegia type 31
Autosomal dominant spastic paraplegia type 36
Autosomal dominant spastic paraplegia type 37
Autosomal dominant spastic paraplegia type 38
Autosomal dominant spastic paraplegia type 4
Autosomal dominant spastic paraplegia type 41
Autosomal dominant spastic paraplegia type 42
Autosomal dominant spastic paraplegia type 6
Autosomal dominant spastic paraplegia type 8
Autosomal dominant spastic paraplegia type 9
Autosomal dominant spondylocostal dysostosis
Autosomal dominant striatal neurodegeneration
Autosomal dominant trichoodontoonychodysplasia-syndactyly
Autosomal dominant vitreoretinochoroidopathy
Autosomal ichthyosis syndrome
Autosomal ichthyosis syndrome with fatal disease course
Autosomal ichthyosis syndrome with other associated signs
Autosomal ichthyosis syndrome with prominent hair abnormalities
Autosomal ichthyosis syndrome with prominent neurologics signs
Autosomal monosomy
Autosomal recessive Alport syndrome
Autosomal recessive Charcot Marie Tooth disease type 2X
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness
Autosomal recessive Emery-Dreifuss muscular dystrophy
